##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): Oct. 26; 2015; 3:04 p.m.
## Download Date (Y/M/D): 2016/02/01
##
## Query String: {&quot;sort&quot;:&quot;p&quot;;&quot;kics&quot;:[];&quot;campaign&quot;:[&quot;-2&quot;];&quot;etvlong&quot;:1;&quot;cols&quot;:[&quot;sdepth&quot;;&quot;pdepth&quot;;&quot;glon&quot;;&quot;scdata&quot;;&quot;pteff&quot;;&quot;cteff&quot;;&quot;ra&quot;;&quot;bjd0&quot;;&quot;morph&quot;;&quot;glat&quot;;&quot;kic&quot;;&quot;lcdata&quot;;&quot;dec&quot;;&quot;keff&quot;;&quot;p&quot;;&quot;sep&quot;;&quot;pwidth&quot;;&quot;swidth&quot;;&quot;figs&quot;;&quot;kmag&quot;];&quot;etvshort&quot;:1;&quot;incat1&quot;:1;&quot;kois&quot;:[]}
##
#KIC;period;bjd0;pdepth;sdepth;pwidth;swidth;sep;morph;RA;DEC;GLon;GLat;kmag;Teff;Teff(Pinsonneault);Teff(Casagrande);SC;
7871200;0.2429038;54953.677320;0.4105;0.3684;0.1479;0.1103;0.4997;0.75;282.7182;43.6700;73.2458;18.4483;12.7990;4644.0000;4762.0000;4662.0000;0;
7959612;0.2432138;55000.095587;0.3021;0.2817;0.1320;0.1437;0.5027;0.81;291.6543;43.7371;75.9245;12.5288;16.8890;5187.0000;-1.0000;-1.0000;0;
3972629;0.2442402;54964.812585;0.2229;0.1567;0.1680;0.2020;0.4953;0.85;295.9330;39.0249;73.1772;7.5111;14.9310;5076.0000;5391.0000;5168.0000;0;
9345163;0.2451223;54964.757218;0.4462;0.4099;0.1423;0.1163;0.4995;0.77;292.9436;45.8263;78.2595;12.6186;15.4580;4799.0000;5031.0000;5173.0000;0;
8816790;0.2458562;55001.999460;0.0005;-1.0000;0.1744;-1.0000;1.0000;0.79;291.0336;45.0256;76.9241;13.4819;13.6930;6226.0000;6482.0000;6554.0000;0;
12216817;0.2462731;55002.067959;0.0410;0.0410;0.2391;0.2410;0.5006;1.00;295.7964;50.8960;83.7802;13.1896;10.6620;6681.0000;7000.0000;7121.0000;1;
11494583;0.2483419;54964.685201;0.1426;0.1197;0.2462;0.2498;0.4854;0.94;284.3674;49.4644;79.4133;19.3495;15.4390;4385.0000;4640.0000;4615.0000;0;
4738426;0.2488352;54964.659616;0.0119;0.0129;0.2455;0.2276;0.5122;0.96;289.2761;39.8837;71.5806;12.4784;15.3350;6016.0000;6266.0000;6310.0000;0;
8122124;0.2492776;54964.612833;0.0172;0.0171;0.2496;0.2529;0.5016;1.00;299.0195;43.9576;78.6563;7.9439;13.6380;6250.0000;6570.0000;6610.0000;0;
9032671;0.2496079;54953.798542;0.0142;0.0068;0.1634;0.1652;0.5093;0.70;295.5100;45.3124;78.6247;10.7845;12.9820;4807.0000;5012.0000;5044.0000;0;
5960283;0.2496681;55110.101764;0.0283;0.0256;0.2458;0.2412;0.5139;0.94;291.8151;41.2432;73.6866;11.3288;15.7610;5308.0000;5372.0000;5703.0000;0;
9412114;0.2502522;55001.893873;0.0303;0.0265;0.1915;0.1520;0.5111;0.86;295.0012;45.9905;79.0686;11.4142;15.2260;5991.0000;-1.0000;-1.0000;0;
9004380;0.2503325;54964.600010;0.0209;0.0196;0.2693;0.2432;0.4856;0.97;284.2739;45.3593;75.3203;17.9996;14.2380;6070.0000;6322.0000;5867.0000;0;
4857282;0.2507526;54904.264881;0.0018;0.0019;0.1262;0.1509;0.5010;0.75;297.0898;39.9039;74.3908;7.1627;14.1730;5456.0000;5709.0000;5663.0000;0;
12602985;0.2508689;55002.090625;0.0318;0.0229;0.2569;0.2431;0.5153;0.88;290.8604;51.6791;83.1553;16.3159;15.1520;4878.0000;-1.0000;-1.0000;0;
11336707;0.2512982;54964.637372;0.1037;0.0937;0.2075;0.2170;0.5194;0.91;283.8022;49.1288;78.9481;19.5864;14.8040;4751.0000;4856.0000;5169.0000;0;
12104285;0.2514509;54964.713694;0.2290;0.2205;0.1862;0.1429;0.5130;0.87;287.5395;50.6969;81.3791;17.8695;15.8410;4658.0000;4819.0000;4848.0000;0;
8367007;0.2516160;54964.933977;0.0030;0.0026;0.1430;0.1514;0.5037;0.81;292.3826;44.3612;76.7335;12.3302;13.5320;6239.0000;6458.0000;6552.0000;0;
11769739;0.2524728;54964.659858;0.0587;0.0584;0.1579;0.1355;0.4980;0.77;295.1158;49.9173;82.6823;13.1342;15.0330;5136.0000;5344.0000;5328.0000;0;
4138301;0.2533791;54964.685221;0.0230;0.0164;0.2474;0.2501;0.4894;0.90;285.4868;39.2406;69.7502;14.8833;14.6970;5132.0000;5341.0000;5084.0000;0;
9478836;0.2540637;55002.132513;0.0007;-1.0000;0.1471;-1.0000;1.0000;0.71;296.9122;46.0248;79.7348;10.2589;15.2180;4939.0000;5088.0000;5252.0000;0;
12508348;0.2556047;54951.660784;0.0041;-1.0000;0.2458;-1.0000;1.0000;0.97;290.1735;51.4151;82.7273;16.6052;13.4280;8961.0000;-9999.0000;-9999.0000;0;
5685072;0.2559051;54964.626512;0.5708;0.4809;0.1166;0.1433;0.4993;0.73;283.9091;40.9826;70.9453;16.6630;13.1870;4626.0000;4866.0000;-9999.0000;0;
3839964;0.2561499;54964.791432;0.0952;0.0816;0.1066;0.1418;0.4969;0.80;288.2939;38.9781;70.4116;12.7856;14.6020;5332.0000;-1.0000;-1.0000;0;
12598713;0.2571790;54953.674386;0.0267;0.0232;0.2554;0.2416;0.5020;0.94;288.2682;51.6832;82.5187;17.8034;12.7620;5189.0000;5410.0000;5370.0000;0;
9700154;0.2572534;54964.788932;0.2395;0.1675;0.1782;0.1928;0.5104;0.80;286.8548;46.4083;77.0291;16.7085;15.4950;4315.0000;4561.0000;4679.0000;0;
9662581;0.2580109;55002.116224;0.3404;0.3135;0.1049;0.1242;0.4987;0.79;296.8872;46.3929;80.0548;10.4505;15.8080;4773.0000;-1.0000;-1.0000;0;
9777987;0.2585001;55000.067554;0.2564;0.2418;0.1250;0.1644;0.5189;0.76;294.7955;46.5065;79.4699;11.7773;16.2830;-1.0000;-1.0000;-1.0000;0;
2856960;0.2585073;54964.658506;0.0088;0.0098;0.1357;0.1284;0.5042;0.64;292.3813;38.0767;71.0098;9.5159;15.6150;4733.0000;4894.0000;5128.0000;1;
5611561;0.2586947;55000.009420;0.0961;0.0902;0.1561;0.1375;0.5004;0.75;289.2022;40.8676;72.4708;12.9444;13.9710;-1.0000;-1.0000;-1.0000;0;
7339345;0.2596643;54964.777196;0.3830;0.3851;0.1445;0.1657;0.5011;0.76;282.7368;42.9468;72.5365;18.1839;15.2000;4877.0000;5143.0000;4964.0000;0;
9288175;0.2609349;54964.740797;0.0058;0.0058;0.2548;0.2550;0.5026;0.99;294.6843;45.7504;78.7476;11.5000;12.5490;6972.0000;7259.0000;6605.0000;0;
9392331;0.2617622;55000.339626;0.0741;0.0694;0.1693;0.1441;0.4983;0.77;285.8676;45.9880;76.3562;17.1871;15.6990;5993.0000;6223.0000;6316.0000;0;
9239684;0.2618159;54964.790149;0.0024;0.0024;0.2524;0.2462;0.5027;0.99;298.9106;45.6082;80.0592;8.8409;12.5780;5827.0000;6099.0000;6227.0000;0;
12004834;0.2623168;55002.041000;0.1392;0.1191;0.1293;0.1269;0.5007;0.63;286.5380;50.4639;80.9110;18.3801;14.7180;3576.0000;-9999.0000;-9999.0000;1;
11284547;0.2624405;54964.534976;0.0396;0.0352;0.2556;0.2381;0.5082;0.96;284.4069;49.0309;78.9896;19.1803;15.4500;5117.0000;5416.0000;5087.0000;0;
8045121;0.2631774;54953.761215;0.0053;0.0053;0.2533;0.2551;0.5037;1.00;297.0398;43.8728;77.8672;9.1406;11.9710;6990.0000;-9999.0000;7074.0000;0;
6106771;0.2638263;54964.616674;0.3447;0.2900;0.1440;0.1281;0.5000;0.77;285.5787;41.4378;71.8775;15.6716;15.4910;5559.0000;5836.0000;5070.0000;0;
10557008;0.2654186;54964.637009;0.2709;0.2450;0.1511;0.1332;0.5041;0.80;299.2204;47.7268;82.0258;9.7163;14.6620;5088.0000;5333.0000;-9999.0000;0;
5785551;0.2666875;55002.019292;0.3531;0.3493;0.1395;0.1241;0.4997;0.74;290.0881;41.0737;72.9526;12.4258;15.0940;5034.0000;-1.0000;-1.0000;0;
9388303;0.2667035;55002.002211;0.3314;0.3136;0.1804;0.1193;0.5042;0.78;283.6258;45.9217;75.7092;18.6204;15.5510;5385.0000;5469.0000;5890.0000;0;
5773205;0.2668707;55000.123267;0.0478;-1.0000;0.2237;-1.0000;1.0000;0.62;285.3719;41.0711;71.4640;15.6744;19.7420;-1.0000;-1.0000;-1.0000;0;
2437038;0.2676785;54964.980693;0.2700;0.2534;0.1849;0.1762;0.5041;0.87;290.1984;37.7421;69.9235;10.9070;15.9550;5461.0000;5584.0000;-9999.0000;0;
7269843;0.2682156;54964.567796;0.2280;0.1994;0.1317;0.1491;0.5019;0.81;287.7201;42.8886;73.9048;14.7785;15.9620;5002.0000;5270.0000;5050.0000;0;
6072578;0.2696718;54862.142079;0.0023;0.0021;0.1344;0.1250;0.5018;0.77;299.4453;41.3524;76.5573;6.3477;14.6770;5017.0000;5023.0000;5197.0000;0;
8028158;0.2710391;55110.129439;0.0183;0.0192;0.2002;0.1398;0.5036;0.80;291.5685;43.8088;75.9632;12.6156;15.9300;5484.0000;5792.0000;5741.0000;0;
2435971;0.2718280;54964.815967;0.0229;0.0174;0.2525;0.2392;0.4695;0.94;290.0796;37.7880;69.9236;11.0114;14.6950;-1.0000;-1.0000;-1.0000;0;
9026766;0.2721278;54964.846798;0.3376;0.3187;0.1705;0.1409;0.4999;0.76;293.5784;45.3099;77.9879;11.9910;14.9980;4880.0000;5073.0000;4969.0000;0;
10802917;0.2724524;54999.905793;0.5357;0.4857;0.1316;0.1191;0.4988;0.74;294.1083;48.1844;80.7883;12.9495;15.8670;4937.0000;5109.0000;5046.0000;0;
3832382;0.2726487;54964.603149;0.4144;0.3154;0.1530;0.1242;0.5058;0.75;285.2461;38.9833;69.4296;14.9544;15.6910;4454.0000;4687.0000;4536.0000;0;
7697065;0.2727656;54964.749102;0.0293;0.0201;0.1617;0.1368;0.4973;0.70;296.3702;43.3523;77.1682;9.3134;15.1150;5126.0000;5407.0000;5445.0000;0;
9760531;0.2727979;54953.906065;0.0368;0.0368;0.2293;0.2381;0.5008;1.00;286.7491;46.5390;77.1273;16.8249;9.5400;6742.0000;6999.0000;7111.0000;1;
5956588;0.2729067;55001.906729;0.2549;0.2319;0.1312;0.1430;0.4982;0.83;290.5842;41.2352;73.2661;12.1578;15.8330;5202.0000;-1.0000;-1.0000;0;
3743834;0.2736148;54964.543136;0.4260;0.3373;0.1340;0.1216;0.4991;0.76;290.5462;38.8726;71.0807;11.1568;14.0760;4889.0000;5019.0000;5013.0000;1;
9935311;0.2737752;55001.838876;0.3735;0.3064;0.1652;0.1529;0.5004;0.82;283.2458;46.8511;76.5392;19.1823;14.3440;4455.0000;4741.0000;4685.0000;0;
11704155;0.2738674;54953.604573;0.1028;0.0957;0.2384;0.2149;0.5133;0.94;286.9822;49.8838;80.4473;17.9077;12.6000;5118.0000;5374.0000;5393.0000;0;
2448320;0.2741085;55002.065503;0.0210;0.0177;0.2451;0.2536;0.5005;0.93;292.5191;37.7160;70.7351;9.2544;15.8580;5160.0000;-1.0000;-1.0000;0;
7335517;0.2745039;55001.920777;0.0508;0.0507;0.3249;0.3191;0.5022;0.98;280.7783;42.9884;72.0625;19.5456;15.7500;10758.0000;-1.0000;-1.0000;1;
8739802;0.2745129;55001.999865;0.0382;0.0359;0.2536;0.2422;0.5299;0.93;285.3892;44.9836;75.2495;17.1308;14.8820;5002.0000;-1.0000;-1.0000;0;
4385109;0.2746477;54964.667954;0.0865;0.0660;0.2434;0.2678;0.5166;0.90;296.2593;39.4214;73.6506;7.4831;15.1330;4739.0000;5008.0000;5094.0000;0;
4563150;0.2747205;54964.769475;0.2509;0.2134;0.1476;0.1592;0.5056;0.80;292.1117;39.6613;72.3477;10.4208;13.9970;4865.0000;5055.0000;5217.0000;0;
5104097;0.2753953;55000.035311;0.0033;0.0024;0.2660;0.1943;0.5209;0.87;293.1819;40.2221;73.2338;9.9442;15.4470;6224.0000;6443.0000;5747.0000;0;
9772642;0.2754317;54953.633778;0.2883;0.2518;0.1323;0.1533;0.5053;0.80;292.7037;46.5895;78.8888;13.1018;13.5470;4927.0000;5088.0000;5118.0000;0;
8624778;0.2762617;55000.117411;0.3518;0.3365;0.1846;0.1449;0.5013;0.81;291.7675;44.7213;76.8700;12.8816;17.7100;6001.0000;-1.0000;-1.0000;0;
7680593;0.2763915;54964.777089;0.0544;0.0592;0.2478;0.2514;0.5058;0.97;291.1472;43.3375;75.3924;12.6876;15.4450;5169.0000;5379.0000;5401.0000;0;
3853259;0.2766478;54964.780871;0.1282;0.1318;0.2480;0.2475;0.5071;0.98;292.2447;38.9232;71.7257;9.9958;13.9220;4467.0000;4711.0000;4766.0000;0;
11566174;0.2768752;54964.604431;0.3558;0.2991;0.1432;0.1274;0.5047;0.77;295.2683;49.5663;82.4065;12.8878;14.9570;5300.0000;5489.0000;5480.0000;0;
3354616;0.2769826;55000.188881;0.0069;0.0061;0.1447;0.1234;0.5030;0.76;294.5276;38.4240;72.1142;8.1852;15.9260;5093.0000;5220.0000;5374.0000;0;
10074939;0.2770936;55063.305037;0.2779;0.2634;0.1261;0.1239;0.4984;0.76;291.7200;47.0103;78.9823;13.8907;15.8880;4812.0000;4941.0000;4901.0000;0;
2570289;0.2790278;54964.579321;0.0947;0.0830;0.2050;0.1694;0.4945;0.90;290.2613;37.8135;70.0110;10.8936;15.3300;5966.0000;6062.0000;6360.0000;0;
11246163;0.2792275;54964.563148;0.4156;0.4049;0.1888;0.1670;0.4976;0.79;292.8746;48.9840;81.1613;14.0329;14.6050;5277.0000;5526.0000;5367.0000;0;
4476900;0.2796663;55000.141708;0.2471;0.2075;0.1453;0.1504;0.5058;0.78;294.8952;39.5901;73.2886;8.4869;15.7450;5222.0000;5420.0000;5562.0000;0;
9508052;0.2799961;54964.649508;0.1792;0.1550;0.2261;0.1968;0.5036;0.91;281.8474;46.1235;75.4740;19.8518;15.9230;5004.0000;5242.0000;5141.0000;0;
9357030;0.2804421;55001.917598;0.0285;0.0241;0.2573;0.2597;0.5015;0.93;297.1239;45.8587;79.6588;10.0500;15.5360;5452.0000;-1.0000;-1.0000;0;
11352791;0.2805193;55000.163545;0.0347;0.0290;0.2351;0.2366;0.4968;0.92;293.0992;49.1193;81.3525;13.9582;15.5770;6059.0000;6336.0000;5647.0000;0;
5786545;0.2805751;55001.987489;0.4152;0.3629;0.1358;0.1142;0.5020;0.75;290.3605;41.0525;73.0232;12.2312;15.4320;4954.0000;-1.0000;-1.0000;0;
9272276;0.2806130;54953.698094;0.1762;0.1730;0.1505;0.1626;0.5014;0.81;287.7477;45.7214;76.6138;15.8738;13.1600;5560.0000;5846.0000;-9999.0000;0;
9527167;0.2808953;55002.154036;0.0479;0.0438;0.2592;0.2383;0.4735;0.97;292.1836;46.1593;78.3310;13.2389;15.5230;5412.0000;-1.0000;-1.0000;0;
9179806;0.2809633;54964.812270;0.1472;0.1202;0.1931;0.1871;0.5073;0.84;299.9919;45.5208;80.3704;8.1437;15.1730;5189.0000;5414.0000;5596.0000;0;
7272739;0.2811646;54964.852294;0.3623;0.3015;0.1106;0.1209;0.4992;0.77;288.8572;42.8125;74.1809;13.9852;12.9610;5192.0000;5299.0000;5156.0000;1;
10600319;0.2815156;54964.868221;0.0244;0.0268;0.2439;0.2465;0.5266;0.94;291.9940;47.8977;79.8916;14.0986;14.9410;4848.0000;5080.0000;5159.0000;0;
5218385;0.2815375;54964.580677;0.0473;0.0440;0.1733;0.1244;0.4999;0.78;299.0674;40.3843;75.5737;6.0973;14.6160;5260.0000;5444.0000;5484.0000;0;
7269797;0.2817924;54964.708488;0.1995;0.1809;0.1775;0.1829;0.5082;0.86;287.6995;42.8447;73.8569;14.7748;15.6370;5163.0000;5336.0000;5263.0000;0;
5891963;0.2819600;54949.819126;0.0068;0.0081;0.2418;0.2544;0.4652;0.95;296.1734;41.1401;75.1356;8.3747;13.6020;5526.0000;5781.0000;5738.0000;0;
7199353;0.2819867;54964.814394;0.3280;0.2789;0.1153;0.1352;0.4996;0.78;291.4849;42.7378;74.9482;12.2056;14.4900;5166.0000;5388.0000;5341.0000;0;
10350225;0.2820697;54964.827478;0.2064;0.1111;0.2038;0.1795;0.5076;0.80;295.8023;47.4399;80.6392;11.5978;14.7810;5455.0000;5658.0000;5255.0000;0;
8626039;0.2828906;55000.051783;0.1629;0.1561;0.1632;0.1604;0.5042;0.85;292.2768;44.7192;77.0292;12.5548;16.8210;-1.0000;-1.0000;-1.0000;0;
6267702;0.2831963;54999.949686;0.0722;0.0567;0.2619;0.2393;0.5170;0.90;285.0034;41.6413;71.9027;16.1472;15.5930;5065.0000;5303.0000;5293.0000;0;
1433410;0.2832752;54999.951811;0.1179;0.1219;0.1308;0.1488;0.5003;0.74;291.6377;37.0823;69.8401;9.5895;14.1190;6003.0000;-1.0000;-1.0000;0;
8242493;0.2832856;54964.621844;0.2638;0.2315;0.1436;0.1143;0.4991;0.75;294.9713;44.1830;77.4263;10.5964;14.6970;4985.0000;5031.0000;5227.0000;0;
6929869;0.2836920;55000.093721;0.0745;0.0675;0.2574;0.2459;0.5073;0.96;284.9426;42.4373;72.6536;16.4882;15.5360;4992.0000;5163.0000;4847.0000;0;
7440742;0.2839922;54949.928411;0.0215;0.0180;0.1298;0.1491;0.5012;0.73;290.5139;43.0098;74.8861;12.9650;11.8310;4834.0000;-1.0000;-1.0000;0;
9533706;0.2841181;55002.123818;0.4099;0.3805;0.1902;0.1624;0.5025;0.78;294.7610;46.1849;79.1668;11.6515;15.4310;5675.0000;-1.0000;-1.0000;0;
4241946;0.2843840;54999.914195;0.4731;0.4432;0.1410;0.1182;0.4973;0.75;284.9025;39.3474;69.6698;15.3414;15.7950;4663.0000;4818.0000;4857.0000;0;
11405559;0.2849367;54964.844590;0.3908;0.3347;0.1453;0.1157;0.5016;0.75;293.2256;49.2426;81.5037;13.9368;13.6920;5232.0000;5311.0000;5515.0000;0;
8677949;0.2849507;55001.951829;0.1322;0.1121;0.2494;0.2453;0.4998;0.93;286.8068;44.8298;75.4926;16.1422;15.8980;4819.0000;-1.0000;-1.0000;0;
11036301;0.2852372;54964.715182;0.0978;0.0858;0.2525;0.2494;0.4914;0.95;294.8573;48.5662;81.3669;12.6758;15.1210;4708.0000;4979.0000;4831.0000;0;
7367833;0.2861988;54964.861266;0.1763;0.1487;0.1839;0.1412;0.4975;0.77;293.3349;42.9219;75.7316;11.0716;15.3420;5799.0000;6057.0000;5999.0000;0;
5459373;0.2866088;54964.670887;0.0440;0.0420;0.2382;0.2433;0.5030;0.97;294.9131;40.6848;74.2706;8.9935;15.0910;4982.0000;5218.0000;5185.0000;0;
11444780;0.2867135;54964.589880;0.4500;0.4313;0.1465;0.1148;0.5001;0.73;285.7113;49.3971;79.6611;18.5049;15.7320;4566.0000;4675.0000;4603.0000;0;
8280135;0.2868850;54964.797973;0.0744;0.0806;0.2500;0.2541;0.4932;0.97;282.8140;44.2091;73.8044;18.5696;15.6530;5317.0000;5499.0000;5737.0000;0;
4073678;0.2882443;54927.892568;0.0020;-1.0000;0.1369;-1.0000;1.0000;0.67;295.6066;39.1533;73.1669;7.7950;15.4470;5763.0000;6105.0000;5934.0000;0;
11341950;0.2883712;54964.806734;0.5253;0.4266;0.1556;0.1291;0.4990;0.74;287.2744;49.1996;79.8505;17.4823;14.9240;5511.0000;5658.0000;5279.0000;0;
5699617;0.2889166;54964.792095;0.3188;0.2545;0.1170;0.1361;0.5025;0.77;289.9502;40.9866;72.8265;12.4827;14.9710;4817.0000;5045.0000;5211.0000;0;
6467389;0.2889760;54953.686178;0.2667;0.2192;0.1389;0.1411;0.5049;0.79;298.3585;41.8914;76.6095;7.3213;13.1320;5183.0000;5298.0000;5219.0000;0;
9882280;0.2890750;54964.877130;0.4287;0.4276;0.1710;0.1441;0.5017;0.77;287.7230;46.7962;77.6393;16.3034;14.5160;5343.0000;5571.0000;5349.0000;0;
4758092;0.2891660;54964.779256;0.1516;0.1488;0.2076;0.1912;0.5082;0.90;294.8686;39.8910;73.5467;8.6477;15.4200;5682.0000;5987.0000;6059.0000;0;
9664382;0.2907540;54999.946674;0.3647;0.2948;0.1412;0.1250;0.5049;0.75;297.4071;46.3161;80.1620;10.0990;16.5840;4936.0000;-1.0000;-1.0000;0;
11295026;0.2908549;54953.888646;0.1711;0.1546;0.2078;0.2055;0.5100;0.90;290.8287;49.0356;80.6304;15.2738;12.8100;4988.0000;5218.0000;5321.0000;0;
10322582;0.2912692;54964.559511;0.3364;0.3216;0.2016;0.1805;0.5033;0.88;283.5413;47.4851;77.2430;19.2051;14.7950;5806.0000;6093.0000;5863.0000;0;
6128248;0.2917436;54964.750595;0.4400;0.3454;0.1765;0.1346;0.5019;0.76;293.2808;41.4357;74.3653;10.4322;15.1660;4867.0000;4926.0000;5112.0000;0;
5008287;0.2918775;54964.561803;0.0847;0.0847;0.2350;0.1972;0.5072;0.94;290.9527;40.1499;72.3917;11.4344;15.3130;5881.0000;6095.0000;5912.0000;0;
11135978;0.2920594;54953.926345;0.0076;0.0061;0.1121;0.1248;0.5013;0.75;291.0413;48.7180;80.3893;15.0164;12.3310;5004.0000;5184.0000;4974.0000;0;
4661397;0.2923249;54964.689325;0.0637;0.0572;0.1754;0.1751;0.5096;0.92;293.6169;39.7235;72.9406;9.4186;15.3730;5546.0000;5690.0000;5439.0000;0;
9995981;0.2932666;54964.846777;0.1973;0.1858;0.1748;0.1797;0.5074;0.87;283.9188;46.9826;76.8345;18.7941;15.5850;5328.0000;5594.0000;5746.0000;0;
10847118;0.2935526;54964.702947;0.2748;0.2546;0.1431;0.1509;0.5015;0.82;284.7987;48.2633;78.3196;18.6759;13.9650;5528.0000;5748.0000;5593.0000;0;
3730067;0.2940786;54964.887243;0.3828;0.2076;0.1435;0.1245;0.5000;0.62;285.8078;38.8948;69.5233;14.5179;14.6100;4099.0000;4201.0000;-9999.0000;1;
3454864;0.2941204;54964.780262;0.0426;0.0271;0.1569;0.0966;0.5011;0.69;294.2217;38.5311;72.0952;8.4468;13.7310;5791.0000;6105.0000;6079.0000;0;
9145846;0.2944796;54964.702271;0.1725;0.1565;0.2275;0.3266;0.4812;0.96;287.8326;45.5903;76.5121;15.7682;15.1610;4745.0000;5005.0000;4626.0000;0;
12153332;0.2946266;54953.871096;0.0413;0.0296;0.2639;0.2343;0.4987;0.88;287.9061;50.7663;81.5358;17.6787;13.0770;5367.0000;5547.0000;5268.0000;0;
2302092;0.2946734;54964.690581;0.2118;0.1713;0.1403;0.1727;0.4873;0.88;291.2623;37.6979;70.2621;10.1328;14.4400;5245.0000;5238.0000;5305.0000;0;
4950505;0.2948091;54964.865804;0.0619;0.0541;0.1522;0.1463;0.5019;0.83;298.2026;40.0889;74.9806;6.5162;14.6890;5625.0000;5952.0000;5844.0000;0;
5543482;0.2948275;55000.186215;0.2423;0.2061;0.1212;0.1705;0.4999;0.80;294.6424;40.7298;74.2128;9.1957;15.7340;5156.0000;5562.0000;5159.0000;0;
10123627;0.2949393;54964.807405;0.1319;0.1205;0.2404;0.2676;0.4892;0.96;283.9374;47.1497;77.0050;18.8392;15.4980;4454.0000;4705.0000;4636.0000;0;
9665086;0.2965356;55000.079903;0.0038;0.0028;0.1493;0.1089;0.5007;0.69;297.6177;46.3933;80.3021;10.0094;13.8770;-1.0000;-1.0000;-1.0000;0;
11244501;0.2966763;54953.815356;0.0579;0.0463;0.2603;0.2374;0.5174;0.89;292.0443;48.9436;80.8848;14.5094;9.8490;5151.0000;5321.0000;5544.0000;1;
7884426;0.2967316;54964.674950;0.1237;0.1165;0.2605;0.2381;0.5107;0.95;289.5351;43.6887;75.2130;13.8958;15.1130;5285.0000;5502.0000;5608.0000;0;
7740566;0.2970627;55113.454311;0.3005;0.2691;0.1252;0.1604;0.5012;0.81;286.7832;43.4308;74.1432;15.6199;15.6110;5526.0000;5778.0000;5488.0000;0;
2715007;0.2971105;54964.782119;0.0389;0.0334;0.1983;0.1964;0.5101;0.87;291.8773;37.9508;70.7132;9.8126;14.7300;5598.0000;5810.0000;5996.0000;0;
6471048;0.2972280;54953.685654;0.4348;0.3554;0.1314;0.1164;0.4976;0.77;299.1282;41.8283;76.8469;6.7949;12.8360;4850.0000;5084.0000;5087.0000;0;
6046061;0.2972557;54919.454410;0.0016;-1.0000;0.1366;-1.0000;1.0000;0.70;292.9391;41.3114;74.1341;10.6042;14.9880;4563.0000;4693.0000;4878.0000;0;
7130044;0.2976650;54964.695612;0.3706;0.2902;0.1602;0.1282;0.5040;0.76;295.2743;42.6689;76.1721;9.6928;14.3020;5047.0000;5324.0000;5061.0000;0;
5557368;0.2979309;54953.768264;0.1601;0.1346;0.2365;0.2355;0.4962;0.93;297.7350;40.7678;75.3927;7.1645;12.6500;5143.0000;5311.0000;5359.0000;0;
7941050;0.2979811;54964.782894;0.1881;0.1575;0.1856;0.2045;0.5078;0.86;283.2890;43.7909;73.5165;18.1038;14.9810;5069.0000;5180.0000;5207.0000;0;
10149237;0.2979959;54951.244018;0.0143;0.0156;0.2496;0.2429;0.5250;0.93;294.8349;47.1625;80.0792;12.0526;15.1830;5013.0000;5234.0000;5123.0000;0;
10880490;0.2980053;54964.857887;0.1110;0.0911;0.1846;0.1320;0.5000;0.75;298.6569;48.2364;82.2853;10.2966;15.2390;5807.0000;6098.0000;5617.0000;0;
4651526;0.2981451;54999.972379;0.0877;0.0856;0.2021;0.2487;0.4997;0.95;290.7388;39.7708;71.9707;11.4159;14.7540;6241.0000;-1.0000;-1.0000;0;
5617953;0.2986960;55002.067477;0.2760;0.2394;0.1106;0.1113;0.5008;0.76;291.1830;40.8317;73.0955;11.5756;15.8850;5289.0000;-1.0000;-1.0000;0;
11604958;0.2989297;54964.653176;0.1820;0.1569;0.1432;0.1210;0.4994;0.73;288.6376;49.6247;80.6097;16.8182;13.9350;5286.0000;5463.0000;5612.0000;0;
5961327;0.2992020;54964.708008;0.3714;0.3428;0.1465;0.1230;0.5033;0.76;292.1672;41.2941;73.8531;11.1144;15.4170;4842.0000;5120.0000;5066.0000;0;
11127048;0.2993229;54964.786190;0.0800;0.0717;0.2605;0.2410;0.5179;0.94;286.0572;48.7389;79.0964;18.0611;15.2210;5448.0000;5693.0000;5538.0000;0;
8309175;0.2995914;54964.748570;0.0906;0.0756;0.2592;0.2380;0.5032;0.93;295.1561;44.2353;77.5362;10.5035;15.2800;5473.0000;5731.0000;5590.0000;0;
11496078;0.2997192;54953.599863;0.0617;0.0607;0.1699;0.1803;0.5067;0.88;285.4238;49.4260;79.6213;18.6903;13.4750;5891.0000;6145.0000;6316.0000;1;
4036687;0.2997993;55000.292216;0.2466;0.2269;0.1929;0.1607;0.4985;0.89;284.9559;39.1446;69.4926;15.2248;15.2200;6200.0000;-1.0000;-1.0000;0;
5881838;0.3003313;55005.795225;0.5536;0.4691;0.1505;0.1099;0.5000;0.73;293.5332;41.1436;74.1895;10.1299;14.7370;5093.0000;5054.0000;5267.0000;0;
2996347;0.3010109;55002.146322;0.0969;0.1002;0.1839;0.1732;0.5072;0.90;292.8854;38.1937;71.2994;9.2171;15.4480;5445.0000;-1.0000;-1.0000;0;
7597095;0.3012058;54964.709147;0.3556;0.3145;0.1231;0.1238;0.5015;0.76;288.1218;43.2079;74.3288;14.6371;14.1990;4915.0000;5205.0000;5134.0000;0;
