##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): Oct. 26; 2015; 3:04 p.m.
## Download Date (Y/M/D): 2016/02/01
##
## Query String: {&quot;sort&quot;:&quot;p&quot;;&quot;kics&quot;:[];&quot;campaign&quot;:[&quot;-2&quot;];&quot;etvlong&quot;:1;&quot;cols&quot;:[&quot;sdepth&quot;;&quot;pdepth&quot;;&quot;glon&quot;;&quot;scdata&quot;;&quot;pteff&quot;;&quot;cteff&quot;;&quot;ra&quot;;&quot;bjd0&quot;;&quot;morph&quot;;&quot;glat&quot;;&quot;kic&quot;;&quot;lcdata&quot;;&quot;dec&quot;;&quot;keff&quot;;&quot;p&quot;;&quot;sep&quot;;&quot;pwidth&quot;;&quot;swidth&quot;;&quot;figs&quot;;&quot;kmag&quot;];&quot;etvshort&quot;:1;&quot;incat1&quot;:1;&quot;kois&quot;:[]}
##
#KIC;period;bjd0;pdepth;sdepth;pwidth;swidth;sep;morph;RA;DEC;GLon;GLat;kmag;Teff;Teff(Pinsonneault);Teff(Casagrande);SC;
7203179;2.2457388;54955.035403;0.4752;0.1951;0.1100;0.1086;0.4990;0.56;292.6888;42.7480;75.3560;11.4166;13.4320;6242.0000;6495.0000;6419.0000;0;
7833144;2.2477336;55001.231654;0.0332;0.0176;0.3035;0.2862;0.4947;-1.00;295.3246;43.5054;76.9386;10.0542;12.5610;7724.0000;-9999.0000;6602.0000;0;
4665989;2.2480673;54965.752012;0.2881;0.1923;0.0818;0.0822;0.5014;0.52;294.7640;39.7528;73.3851;8.6530;13.0160;6852.0000;7139.0000;-9999.0000;0;
9895004;2.2508273;54953.802100;0.0005;-1.0000;0.0262;-1.0000;1.0000;0.18;293.5763;46.7755;79.3300;12.6459;12.8200;5534.0000;5821.0000;5631.0000;1;
1575690;2.2524281;54965.432738;0.0310;-1.0000;0.0321;-1.0000;1.0000;0.31;291.8819;37.1891;70.0261;9.4644;15.6250;4140.0000;-1.0000;-1.0000;0;
11250867;2.2528222;54955.621171;0.2571;0.0332;0.0524;0.0530;0.4995;0.38;294.9741;48.9446;81.7487;12.7779;13.3870;5875.0000;6166.0000;6228.0000;0;
7137798;2.2535374;54954.217705;0.1956;0.0435;0.0765;0.0823;0.4979;0.51;297.1378;42.6800;76.8487;8.4966;13.4510;6597.0000;6955.0000;6209.0000;0;
10547209;2.2540395;54966.508453;0.0667;0.0231;0.0660;0.2011;0.5001;0.64;296.4191;47.7515;81.1187;11.3758;13.6950;6630.0000;6906.0000;6360.0000;0;
9544350;2.2597771;54966.047971;0.0114;0.0092;0.2419;0.2845;0.5122;0.92;298.1837;46.1887;80.3152;9.5682;13.8210;5932.0000;6250.0000;6549.0000;0;
6629588;2.2644714;54966.783103;0.2010;0.0343;0.0947;0.0887;0.4991;0.55;297.7556;42.0091;76.4864;7.7685;13.9830;6520.0000;6816.0000;6363.0000;1;
11811454;2.2746278;54955.917867;0.1047;0.0363;0.0680;0.0640;0.4995;0.47;290.3973;50.0651;81.4923;15.9439;11.1520;-1.0000;-1.0000;-1.0000;1;
9143254;2.2750493;54965.667429;0.0180;0.0168;0.0438;0.0416;0.4995;0.38;286.3619;45.5552;76.0693;16.7065;15.4520;5653.0000;5923.0000;5982.0000;1;
4242692;2.2770704;54966.637371;0.0001;-1.0000;0.0474;-1.0000;1.0000;0.44;285.1466;39.3708;69.7680;15.1765;13.1940;6219.0000;6545.0000;-9999.0000;0;
6026204;2.2798149;54953.943599;0.0040;0.0038;0.2392;0.2775;0.5102;0.98;285.6587;41.3144;71.7833;15.5687;11.6150;8418.0000;-9999.0000;-9999.0000;0;
7622486;2.2799960;54966.637743;0.0192;-1.0000;0.0981;-1.0000;1.0000;0.59;296.0251;43.2349;76.9418;9.4777;13.0920;-1.0000;-1.0000;-1.0000;1;
2161623;2.2834698;54999.599837;0.8256;0.1349;0.1023;0.0828;0.4992;0.54;291.7445;37.5910;70.3394;9.7437;14.3120;6507.0000;-1.0000;-1.0000;0;
6466939;2.2858938;54964.900230;0.3973;0.3341;0.0512;0.0500;0.5002;0.41;298.2575;41.8506;76.5358;7.3659;14.4540;4920.0000;5197.0000;-9999.0000;0;
10090246;2.2861056;54966.538752;0.1276;0.0544;0.1349;0.1084;0.4994;0.63;297.2187;47.0275;80.7320;10.5554;13.5670;5442.0000;5674.0000;5599.0000;0;
5823121;2.2980007;54965.628732;0.0192;0.0070;0.2651;0.2430;0.5018;0.79;299.5424;41.0488;76.3331;6.1290;13.8900;5283.0000;5496.0000;5722.0000;1;
11457191;2.2983953;54965.967089;0.0483;0.0446;0.0590;0.0568;0.5007;0.52;292.9256;49.3473;81.5146;14.1585;14.5540;5598.0000;5916.0000;5418.0000;0;
8240109;2.3011884;54955.985319;0.1129;0.0360;0.0657;0.1170;0.4992;0.56;294.2235;44.1357;77.1315;11.0504;13.4890;7740.0000;-9999.0000;6524.0000;0;
4909707;2.3023637;54953.913193;0.0644;0.0351;0.1440;0.2721;0.5028;0.72;287.2069;40.0030;71.0172;13.9718;10.6910;-1.0000;-1.0000;-1.0000;0;
8189196;2.3041380;55006.353323;0.0148;0.0141;0.2634;0.2475;0.5003;0.99;298.7787;44.0627;78.6599;8.1464;12.3210;6379.0000;6600.0000;7107.0000;0;
10989032;2.3050976;54966.704728;0.0095;0.0043;0.0250;0.0339;0.4991;0.53;297.3935;48.4108;82.0253;11.1156;13.8660;8620.0000;-9999.0000;-9999.0000;0;
10727668;2.3059000;54999.378378;0.0271;0.0098;0.0677;0.0671;0.5000;0.47;290.4399;48.0451;79.5843;15.1065;16.3210;9471.0000;-1.0000;-1.0000;0;
6060580;2.3133689;54954.632263;0.0125;0.0049;0.0398;0.0438;0.5002;0.31;296.7686;41.3195;75.5139;8.0706;13.4600;5308.0000;5540.0000;5635.0000;0;
7212722;2.3161718;54965.310995;0.2459;0.0876;0.0587;0.0651;0.5012;0.43;295.3752;42.7538;76.2835;9.6675;13.9690;5683.0000;5991.0000;5889.0000;0;
11236035;2.3190031;55157.203865;0.0300;0.0163;0.3032;0.2459;0.5042;0.83;287.5145;48.9346;79.6532;17.2384;14.6460;7927.0000;-9999.0000;6506.0000;0;
5903301;2.3203301;55003.423122;0.0064;0.0065;0.0313;0.0299;0.4991;0.42;298.6583;41.1389;76.0688;6.7479;15.1490;5948.0000;-1.0000;-1.0000;0;
5017058;2.3238948;54955.915793;0.1373;0.1268;0.0641;0.0590;0.4997;0.48;293.5309;40.1505;73.2937;9.6745;13.1400;5948.0000;6150.0000;6598.0000;0;
9613070;2.3318534;55000.262541;0.1037;0.0078;0.0456;0.0499;0.4959;0.34;300.1565;46.2033;81.0222;8.3947;14.0870;6146.0000;-1.0000;-1.0000;0;
9911112;2.3336500;55001.091678;0.0169;0.0161;0.0366;0.0336;0.5010;0.37;298.8713;46.7520;81.0491;9.4356;14.9900;8750.0000;-1.0000;-1.0000;0;
8906039;2.3474789;54954.933889;0.0801;0.0445;0.1010;0.2445;0.5026;0.71;298.2823;45.1301;79.4170;8.9855;12.6240;5620.0000;5889.0000;6286.0000;0;
5015913;2.3599371;54954.581594;0.0013;0.0008;0.0311;0.0364;0.4988;0.28;293.2021;40.1709;73.1948;9.9070;12.9890;5487.0000;5692.0000;5793.0000;1;
4757331;2.3620885;54966.303609;0.0592;0.0408;0.0397;0.0364;0.5001;0.33;294.6854;39.8318;73.4266;8.7435;15.7250;5092.0000;5317.0000;5154.0000;0;
11285136;2.3681778;55004.697902;0.0092;-1.0000;0.0423;-1.0000;1.0000;0.30;284.8615;49.0270;79.0924;18.8985;15.5330;5672.0000;5974.0000;5877.0000;0;
11099351;2.3779549;54956.044784;0.0044;-1.0000;0.0378;-1.0000;1.0000;0.29;298.2774;48.6408;82.5184;10.7142;11.6390;9353.0000;-9999.0000;-9999.0000;1;
9552668;2.3873612;54955.628654;0.0157;0.0121;0.2467;0.2862;0.5111;0.91;300.5563;46.1016;81.0779;8.1048;12.9470;5565.0000;5783.0000;6040.0000;0;
8365739;2.3892922;54976.979013;0.0163;-1.0000;0.0760;-1.0000;1.0000;0.49;291.8875;44.3456;76.5608;12.6418;15.3660;5402.0000;5597.0000;6067.0000;0;
6543674;2.3910305;54965.303847;0.3725;0.3744;0.0790;0.0809;0.5006;0.53;297.5416;41.9509;76.3558;7.8779;13.5350;-1.0000;-1.0000;-1.0000;0;
4367544;2.3912219;54965.760421;0.0123;0.0059;0.0832;0.0908;0.4992;0.52;292.2839;39.4571;72.2233;10.2102;14.3270;5372.0000;-1.0000;-1.0000;0;
7255336;2.4064022;54954.897166;0.0024;0.0023;0.0361;0.0336;0.5004;0.32;280.9438;42.8392;71.9559;19.3817;11.3740;-1.0000;-1.0000;-1.0000;1;
4852055;2.4148570;54966.425501;0.0017;0.0017;0.2267;0.2159;0.5030;0.96;296.0143;39.9083;73.9876;7.8845;14.0790;5645.0000;6136.0000;6234.0000;0;
5649956;2.4157400;55003.957982;0.0559;0.0440;0.0515;0.0527;0.5012;0.43;299.1033;40.8493;75.9898;6.3115;15.5590;5390.0000;5656.0000;5921.0000;0;
10857342;2.4159252;55005.264570;0.5400;0.0665;0.1230;0.1123;0.5028;0.57;290.0115;48.2442;79.6535;15.4484;14.4670;8540.0000;-9999.0000;7397.0000;0;
5802285;2.4170498;54964.984400;0.0099;0.0055;0.0288;0.0277;0.5001;0.26;295.1084;41.0741;74.6885;9.0476;15.3490;4791.0000;4958.0000;5035.0000;0;
8958670;2.4253165;54954.249347;0.0044;0.0038;0.2412;0.2619;0.5206;0.92;293.9233;45.2494;78.0443;11.7471;12.7800;7302.0000;-9999.0000;7283.0000;0;
10191056;2.4274949;54955.031469;0.1820;0.1831;0.0803;0.0771;0.5013;0.53;283.8663;47.2283;77.0657;18.9113;10.8110;6588.0000;6789.0000;6343.0000;1;
12506351;2.4555173;54955.736173;0.0533;0.0366;0.0435;0.0425;0.5004;0.37;289.0500;51.4184;82.4501;17.2537;13.1840;5949.0000;6205.0000;5901.0000;0;
4851217;2.4702800;54953.900507;0.1980;0.1815;0.0984;0.0957;0.4804;0.58;295.8340;39.9523;73.9589;8.0268;11.1080;6694.0000;6977.0000;-9999.0000;1;
4826439;2.4742946;54965.657054;0.4206;0.4157;0.0841;0.0876;0.4997;0.54;289.0298;39.9519;71.5622;12.6784;13.8200;5909.0000;6106.0000;6296.0000;0;
9705459;2.4865871;54969.595993;0.0414;-1.0000;0.0465;-1.0000;1.0000;0.33;289.8052;46.4917;77.9336;14.8696;15.4180;5658.0000;5707.0000;5577.0000;1;
11200773;2.4895516;54965.043382;0.0214;0.0022;0.0417;0.0469;0.4997;0.31;296.4774;48.8537;82.1310;11.8586;13.6690;5780.0000;6088.0000;5934.0000;0;
9140402;2.4941656;54966.443667;0.0005;-1.0000;0.0368;-1.0000;1.0000;0.28;284.7594;45.5991;75.6829;17.7666;15.2510;5450.0000;5696.0000;6107.0000;0;
9593759;2.4943179;54999.034886;0.2050;-1.0000;0.0379;-1.0000;1.0000;0.28;294.1073;46.2095;78.9792;12.0657;17.4740;4594.0000;-1.0000;-1.0000;0;
11517719;2.4957793;54965.840588;0.0231;-1.0000;0.0745;-1.0000;1.0000;0.45;296.5074;49.4573;82.6860;12.1231;14.1520;5766.0000;6057.0000;5926.0000;1;
8878681;2.4963331;54955.218659;0.0230;0.0036;0.0381;0.0378;0.4923;0.33;289.2316;45.1643;76.5110;14.6972;11.2110;6504.0000;6717.0000;7006.0000;1;
5287983;2.5071049;55003.994398;0.0016;-1.0000;0.0293;-1.0000;1.0000;0.22;295.3781;40.4934;74.2698;8.5919;15.5550;5680.0000;5886.0000;6088.0000;0;
8197406;2.5130061;55019.208811;0.0040;-1.0000;0.2386;-1.0000;1.0000;0.96;300.9419;44.0237;79.4306;6.7918;12.5720;6736.0000;7019.0000;-9999.0000;0;
7947631;2.5165557;54966.960660;0.0141;0.0119;0.0279;0.0300;0.4992;0.26;286.7650;43.7963;74.4880;15.7734;15.1790;4823.0000;5098.0000;4996.0000;0;
7686918;2.5188342;55002.154920;0.0096;0.0093;0.2534;0.2500;0.5023;0.99;293.2746;43.3363;76.0882;11.2981;13.5900;6436.0000;6649.0000;6458.0000;0;
8453324;2.5245437;54958.728589;0.0074;0.0067;0.0481;0.0501;0.5011;0.41;298.8286;44.4891;79.0506;8.3298;11.5160;4733.0000;4956.0000;4912.0000;1;
7365447;2.5253879;54999.742546;0.1232;0.0362;0.0516;0.0482;0.5007;0.38;292.6215;42.9220;75.4924;11.5384;14.3400;6596.0000;-1.0000;-1.0000;0;
7060333;2.5272477;55005.617622;0.0036;0.0025;0.2629;0.2593;0.4966;0.91;298.5506;42.5611;77.2654;7.5350;9.0880;7576.0000;-9999.0000;-9999.0000;0;
5215999;2.5311576;54965.482686;0.0998;0.0571;0.1426;0.0981;0.5019;0.68;298.5825;40.3647;75.3676;6.4053;14.1090;5081.0000;5336.0000;5352.0000;0;
6706287;2.5353877;54966.387341;0.3527;0.2730;0.0483;0.0454;0.5004;0.38;295.6771;42.1114;75.8175;9.1664;13.6200;-1.0000;-1.0000;-1.0000;0;
5041569;2.5354364;54965.220789;0.0005;-1.0000;0.1128;-1.0000;1.0000;0.55;298.8536;40.1311;75.2710;6.1083;15.2730;6026.0000;-1.0000;-1.0000;0;
9236858;2.5370818;54954.319042;0.2282;0.0611;0.0661;0.0738;0.5003;0.45;298.1215;45.6511;79.8192;9.3411;13.0400;6510.0000;6726.0000;6760.0000;0;
9656543;2.5445650;55002.402881;0.3885;0.3180;0.0419;0.0466;0.4990;0.37;294.7686;46.3742;79.3412;11.7334;16.3190;5297.0000;-1.0000;-1.0000;0;
5944240;2.5532224;54999.591219;0.0161;0.0100;0.1576;0.4254;0.3519;-1.00;285.9139;41.2916;71.8383;15.3830;14.6710;7474.0000;-1.0000;-1.0000;0;
9839081;2.5592407;54965.261833;0.0087;-1.0000;0.0213;-1.0000;1.0000;0.20;295.0711;46.6878;79.7232;11.6921;14.7520;5700.0000;5960.0000;5810.0000;0;
8167938;2.5657024;55002.144961;0.0022;-1.0000;0.0233;-1.0000;1.0000;0.43;292.6175;44.0021;76.4796;12.0207;10.8460;11167.0000;-9999.0000;-9999.0000;0;
8167938;2.5657176;55002.141385;0.0012;0.0005;0.0244;0.0243;0.4957;0.18;292.6175;44.0021;76.4796;12.0207;10.8460;11167.0000;-9999.0000;-9999.0000;0;
10937609;2.5704313;54955.908419;0.0838;0.0403;0.0658;0.0628;0.5005;0.50;298.7416;48.3270;82.3936;10.2921;13.4300;6016.0000;6263.0000;6184.0000;0;
2831632;2.5731720;54954.729960;0.0092;0.0078;0.2342;0.2722;0.5145;0.92;285.6901;38.0761;68.7098;14.2772;13.1980;7045.0000;-9999.0000;7084.0000;0;
9092303;2.5771644;55000.755038;0.0047;0.0041;0.3339;0.3690;0.5006;0.95;293.1318;45.4422;77.9661;12.3308;13.5900;8180.0000;-9999.0000;-9999.0000;0;
7387296;2.5795445;54955.333002;0.0229;0.0200;0.2388;0.2889;0.5067;0.94;298.1156;42.9788;77.4690;8.0205;11.0550;8822.0000;-9999.0000;-9999.0000;0;
8386198;2.5811087;54956.561538;0.0068;0.0064;0.2406;0.2765;0.5156;0.95;298.2551;44.3104;78.6871;8.5955;13.1210;6050.0000;6345.0000;6409.0000;0;
12010534;2.5815948;54965.946782;0.1822;-1.0000;0.0703;-1.0000;1.0000;0.45;290.0268;50.4554;81.7684;16.3155;15.3500;5490.0000;5697.0000;5481.0000;0;
8113154;2.5868779;54953.878234;0.0308;-1.0000;0.0893;-1.0000;1.0000;0.54;296.8776;43.9416;77.8708;9.2761;12.8970;6589.0000;6819.0000;6801.0000;1;
10389596;2.6092996;55156.061283;0.0037;0.0039;0.2582;0.2543;0.4961;0.99;284.5048;47.5510;77.5422;18.6155;13.3580;-1.0000;-1.0000;-1.0000;0;
8231877;2.6155284;54964.775873;0.0172;0.0103;0.0299;0.0306;0.4996;0.26;291.2670;44.1973;76.2269;12.9787;14.9320;4956.0000;5198.0000;5400.0000;0;
12257908;2.6159169;54954.915973;0.1332;0.0807;0.1179;0.1180;0.4994;0.63;291.2419;50.9334;82.5432;15.7993;10.4310;-1.0000;-1.0000;-1.0000;1;
10686876;2.6184273;54953.949815;0.2038;0.0341;0.0689;0.0683;0.4998;0.45;299.0567;47.9094;82.1309;9.9026;11.7270;7944.0000;-9999.0000;-9999.0000;1;
8193315;2.6238741;54967.004069;0.2240;0.0514;0.0619;0.0625;0.5009;0.43;299.8297;44.0404;79.0275;7.4843;13.7000;6457.0000;6740.0000;6422.0000;0;
12164751;2.6300876;55004.676598;0.5314;0.1299;0.1447;0.1345;0.5042;0.60;294.3874;50.7171;83.2064;13.9063;14.1870;6037.0000;6378.0000;5720.0000;0;
9592575;2.6375751;55186.130893;0.1319;-1.0000;0.0780;-1.0000;1.0000;0.46;293.6693;46.2975;78.9207;12.3759;15.9020;5436.0000;-1.0000;-1.0000;0;
6268722;2.6384330;54955.449481;0.0485;-1.0000;0.0340;-1.0000;1.0000;0.25;285.5184;41.6605;72.0733;15.7986;12.6010;6234.0000;6511.0000;6156.0000;0;
2167890;2.6483007;55185.843253;0.0129;-1.0000;0.0381;-1.0000;1.0000;0.29;293.0936;37.5145;70.7663;8.7576;12.8580;4837.0000;-1.0000;-1.0000;0;
4990977;2.6490250;54966.378799;0.0501;-1.0000;0.0353;-1.0000;1.0000;0.28;284.3450;40.1961;70.3143;16.0618;13.8700;5597.0000;5901.0000;5937.0000;0;
3766353;2.6669648;54966.722400;0.0114;0.0063;0.0279;0.0304;0.6720;-1.00;296.0538;38.8943;73.1080;7.3656;13.9680;6362.0000;6634.0000;6329.0000;0;
3248019;2.6682217;55098.773000;0.0475;0.0462;0.0417;0.0417;0.5000;0.37;294.5968;38.3701;72.0922;8.1119;15.3870;6075.0000;-1.0000;-1.0000;0;
11189127;2.6719431;54954.758089;0.0142;-1.0000;0.0263;-1.0000;1.0000;0.17;291.1574;48.8611;80.5569;15.0055;13.3180;-1.0000;-1.0000;-1.0000;0;
11125936;2.6722175;54993.892041;0.0023;0.0018;0.0267;0.0252;0.5011;0.25;285.4120;48.7252;78.9251;18.4546;15.5070;5848.0000;6138.0000;5927.0000;1;
6595662;2.6805144;54965.597778;0.1992;-1.0000;0.0439;-1.0000;1.0000;0.32;288.5331;42.0476;73.3610;13.8901;14.7460;5759.0000;6052.0000;5711.0000;0;
10583180;2.6962813;54966.010891;0.0005;-1.0000;0.0715;-1.0000;1.0000;0.48;283.7655;47.8043;77.6151;19.1698;15.2690;4825.0000;4916.0000;5057.0000;0;
10583225;2.6963067;54966.012006;0.0002;-1.0000;0.0715;-1.0000;1.0000;0.48;283.7896;47.8064;77.6229;19.1552;14.5440;5229.0000;5337.0000;5632.0000;0;
10583181;2.6963227;54955.210895;0.2535;0.0997;0.0701;0.0684;0.4997;0.47;283.7665;47.8190;77.6300;19.1740;11.0090;6231.0000;6482.0000;6649.0000;1;
6606653;2.6980238;54965.284591;0.0218;0.0089;0.1047;0.0732;0.4981;0.59;291.9869;42.0377;74.4715;11.5652;13.7170;6352.0000;6562.0000;6670.0000;1;
8429450;2.7051426;54954.217684;0.3495;0.2686;0.0638;0.0638;0.4999;0.47;291.3159;44.4628;76.4886;13.0608;13.1060;-1.0000;-1.0000;-1.0000;0;
10905824;2.7195351;55003.276777;0.0132;0.0063;0.2195;0.2191;0.5844;0.80;283.6859;48.3402;78.1316;19.3986;12.8110;9095.0000;-9999.0000;-9999.0000;0;
7374746;2.7338924;55186.649269;0.1658;0.1260;0.0447;0.0447;0.4999;0.37;295.2529;42.9000;76.3714;9.8155;15.0020;5142.0000;-1.0000;-1.0000;0;
8801343;2.7398739;54953.850472;0.0250;0.0041;0.0604;0.0418;0.5002;0.46;283.4699;45.0525;74.8090;18.4229;11.7430;6291.0000;6530.0000;6481.0000;1;
8561192;2.7425932;55001.352936;0.6576;0.1192;0.1122;0.1047;0.4988;0.56;292.2715;44.6973;77.0073;12.5486;16.2670;6852.0000;-1.0000;-1.0000;0;
9655129;2.7439966;54966.758434;0.0183;0.0183;0.0614;0.4824;0.0000;0.46;294.2481;46.3740;79.1742;12.0532;13.8050;5140.0000;5363.0000;5324.0000;1;
9597095;2.7456399;54967.452823;0.0448;0.0080;0.0409;0.0485;0.5003;0.31;295.3286;46.2684;79.4268;11.3413;15.9450;-1.0000;-1.0000;-1.0000;0;
9850387;2.7485006;54956.416299;0.1749;0.0970;0.0668;0.0674;0.5000;0.47;298.5924;46.6905;80.8987;9.5711;13.5490;6808.0000;7043.0000;6998.0000;0;
12418662;2.7515740;54967.314604;0.0586;0.0082;0.0642;0.0645;0.5020;0.43;296.3801;51.2097;84.2389;13.0066;15.3110;5280.0000;5437.0000;5346.0000;0;
4078693;2.7565308;54954.999726;0.0030;0.0012;0.0251;0.0256;0.5014;0.20;296.5779;39.1115;73.4997;7.1164;13.4850;5288.0000;5365.0000;5632.0000;0;
11548140;2.7573005;54965.555132;0.0307;-1.0000;0.0222;-1.0000;1.0000;0.36;285.1851;49.5654;79.7034;18.8838;15.3730;3639.0000;-9999.0000;-9999.0000;1;
8279765;2.7577936;54965.474177;0.0387;-1.0000;0.0375;-1.0000;1.0000;0.27;282.6034;44.2870;73.8270;18.7381;15.2350;5464.0000;5728.0000;5414.0000;0;
7660607;2.7634013;54954.588856;0.0294;0.0125;0.2772;0.2683;0.5010;-1.00;281.8825;43.3002;72.6596;18.8911;10.9550;-1.0000;-1.0000;-1.0000;0;
2851474;2.7682927;54965.526650;0.0047;0.0044;0.2338;0.2679;0.5084;0.95;291.2491;38.0427;70.5708;10.2962;12.6240;8354.0000;-9999.0000;-9999.0000;0;
10547685;2.7770216;54956.454223;0.0362;0.0346;0.0368;0.0366;0.5000;0.33;296.5724;47.7527;81.1693;11.2854;12.3090;6165.0000;6452.0000;-9999.0000;1;
6072195;2.8001229;55000.994686;0.0072;0.0062;0.2646;0.2441;0.5130;0.93;299.3757;41.3552;76.5328;6.3940;11.4100;8313.0000;-9999.0000;-9999.0000;1;
10198097;2.8152236;55000.736510;0.0009;-1.0000;0.2840;-1.0000;1.0000;0.82;287.4838;47.2240;77.9871;16.6170;12.7590;-1.0000;-1.0000;-1.0000;0;
7831363;2.8172580;54965.974532;0.0035;0.0013;0.0294;0.0332;0.5020;0.25;294.7749;43.5929;76.8280;10.4474;14.2480;6072.0000;-1.0000;-1.0000;0;
5213466;2.8193115;55165.534389;0.0175;-1.0000;0.2859;-1.0000;1.0000;-1.00;298.1299;40.3999;75.2230;6.7206;13.0750;8312.0000;-9999.0000;7159.0000;0;
8081482;2.8194565;54966.868734;0.0690;-1.0000;0.0589;-1.0000;1.0000;0.40;284.6640;43.9850;74.0786;17.2478;14.5690;5522.0000;5754.0000;5573.0000;1;
2720354;2.8213281;54956.215382;0.0735;0.0095;0.0689;0.0393;0.5003;0.46;293.0361;37.9547;71.1400;9.0016;13.1160;6513.0000;6754.0000;6642.0000;0;
4377638;2.8218747;55004.265058;-0.0037;-1.0000;0.2102;-1.0000;1.0000;-1.00;294.7438;39.4994;73.1519;8.5467;11.2690;9093.0000;-9999.0000;-9999.0000;0;
5957123;2.8229754;55000.986440;0.0122;0.0110;0.2081;0.1949;0.4962;0.91;290.7715;41.2440;73.3364;12.0346;15.1320;8926.0000;-1.0000;-1.0000;0;
5565486;2.8250473;55001.432884;0.1741;0.1701;0.0657;0.0719;0.4995;0.50;299.3781;40.7574;76.0175;6.0857;14.9640;6471.0000;-1.0000;-1.0000;0;
9700181;2.8486181;55115.077295;0.0036;0.0027;0.2401;0.2616;0.5412;0.86;286.8776;46.4338;77.0600;16.7035;12.7450;6426.0000;6650.0000;6444.0000;0;
2711114;2.8588804;54967.174931;0.0033;0.0022;0.0330;0.0306;0.4999;0.29;291.0142;37.9697;70.4205;10.4294;12.3350;6281.0000;6500.0000;6337.0000;0;
6862603;2.8611663;55004.645630;0.0011;-1.0000;0.0268;-1.0000;1.0000;0.18;291.6717;42.3431;74.6466;11.9094;15.6180;5848.0000;6098.0000;5862.0000;0;
8176653;2.8666777;54969.948836;0.0007;-1.0000;0.0161;-1.0000;1.0000;0.13;295.4722;44.0774;77.5024;10.2292;15.0280;5056.0000;5222.0000;5345.0000;0;
4035675;2.8736622;54965.582631;0.0384;0.0033;0.0258;0.0287;0.5010;0.18;284.6246;39.1788;69.4224;15.4749;12.7020;5480.0000;5595.0000;5400.0000;0;
10384962;2.8792429;54966.279857;0.0475;0.0021;0.0347;0.0113;0.5041;0.24;281.7756;47.5933;76.9404;20.3677;14.3710;5688.0000;5945.0000;5684.0000;0;
3440230;2.8811010;54967.238413;0.6512;0.0825;0.1028;0.0945;0.5042;0.54;290.4713;38.5286;70.7394;11.0586;13.6360;7869.0000;-9999.0000;6456.0000;1;
8456774;2.8863398;54998.605241;-0.0115;-1.0000;0.2034;-1.0000;1.0000;-1.00;299.7266;44.4091;79.3089;7.7365;13.2250;6757.0000;7030.0000;7201.0000;0;
8264097;2.8974700;54999.797834;0.2095;0.0159;0.0423;0.0401;0.4957;0.31;300.8723;44.1443;79.5079;6.8975;17.6870;-1.0000;-1.0000;-1.0000;0;
8088354;2.8978298;54965.604098;0.1567;0.0206;0.0394;0.0399;0.5016;0.29;288.3292;43.9653;75.1084;14.8030;13.6480;6073.0000;-1.0000;-1.0000;0;
8177798;2.9004122;55095.503220;0.0345;0.0294;0.0436;0.0382;0.5010;0.45;295.8169;44.0057;77.5569;9.9769;13.9100;7337.0000;-1.0000;-1.0000;0;
4386047;2.9006900;55001.200546;0.1598;-1.0000;0.0479;-1.0000;1.0000;0.35;296.4303;39.4435;73.7351;7.3786;16.9430;5713.0000;-1.0000;-1.0000;0;
3834364;2.9084549;54965.314880;0.0609;0.0077;0.0322;0.0360;0.5031;0.23;286.0722;38.9722;69.6810;14.3600;14.6610;5449.0000;5733.0000;5515.0000;0;
9767392;2.9145155;54999.580215;0.3609;0.3422;0.0692;0.0718;0.4993;0.50;290.4780;46.5380;78.1730;14.4660;14.7130;6402.0000;-1.0000;-1.0000;0;
12062660;2.9293000;54998.936258;0.0304;0.0062;0.0798;0.0473;0.5009;0.50;292.0709;50.5468;82.3996;15.1625;17.3820;-1.0000;-1.0000;-1.0000;0;
8097825;2.9368523;54954.882686;0.1881;0.1250;0.0756;0.0764;0.5006;0.51;291.8819;43.9732;76.2153;12.4836;13.2830;5329.0000;5540.0000;5709.0000;0;
7684873;2.9473627;54954.426357;0.0004;-1.0000;0.0253;-1.0000;1.0000;0.20;292.6119;43.3051;75.8395;11.7152;10.4700;7906.0000;-9999.0000;-9999.0000;1;
5041975;2.9599290;54964.909726;0.1143;0.0482;0.1345;0.1171;0.4998;0.61;298.9453;40.1644;75.3358;6.0650;13.9810;5149.0000;5416.0000;5438.0000;0;
8455359;2.9636783;55002.026589;0.0252;0.0091;0.2755;0.2721;0.5049;0.79;299.3618;44.4112;79.1768;7.9618;14.2130;6645.0000;-1.0000;-1.0000;0;
9674608;2.9720448;54966.249362;0.0052;-1.0000;0.0156;-1.0000;1.0000;0.13;300.4173;46.3360;81.2308;8.3081;15.7720;4216.0000;4428.0000;4372.0000;0;
7174349;2.9741400;55001.193215;0.0543;-1.0000;0.0233;-1.0000;1.0000;0.25;281.4370;42.7273;71.9730;19.0032;19.2940;-1.0000;-1.0000;-1.0000;0;
3438975;2.9760959;55004.632617;0.0001;-1.0000;0.0734;-1.0000;1.0000;0.46;290.1202;38.5095;70.5996;11.2974;12.3020;5694.0000;5984.0000;6047.0000;1;
11228612;2.9804799;54967.401223;0.3486;0.0783;0.0434;0.0489;0.5008;0.33;282.6072;48.9683;78.5180;20.2761;14.6470;5829.0000;6083.0000;5584.0000;0;
